from,to,count
江门市,杭州市,28
张家口市,济宁市,28
哈密地区,重庆市,28
伊犁哈萨克自治州,郑州市,28
咸阳市,淄博市,28
湘潭市,南阳市,28
包头市,徐州市,28
玉林市,常德市,28
大同市,衡水市,28
新疆维吾尔自治区直辖县级行政单位,定西市,28
南京市,包头市,28
南宁市,衢州市,28
淄博市,嘉兴市,28
呼和浩特市,南昌市,28
上海市,临夏回族自治州,28
潍坊市,呼伦贝尔市,28
威海市,延边朝鲜族自治州,28
长沙市,银川市,28
南平市,济宁市,28
临汾市,许昌市,28
盐城市,襄樊市,28
河源市,张家界市,28
孝感市,焦作市,28
北海市,南阳市,28
唐山市,渭南市,28
遵义市,扬州市,28
佛山市,黄山市,28
沈阳市,贵阳市,28
上饶市,开封市,28
曲靖市,宜春市,28
威海市,开封市,28
淄博市,晋中市,28
漯河市,邢台市,28
东营市,三门峡市,28
三亚市,惠州市,28
烟台市,焦作市,28
泰州市,焦作市,28
遵义市,徐州市,28
东营市,宿迁市,28
茂名市,益阳市,28
海口市,呼和浩特市,28
德宏傣族景颇族自治州,凉山彝族自治州,28
伊犁哈萨克自治州,天水市,28
滨州市,张家口市,28
潮州市,温州市,28
襄樊市,潍坊市,28
迪庆藏族自治州,成都市,28
兰州市,海南藏族自治州,28
黔南布依族苗族自治州,郑州市,28
唐山市,镇江市,28
文山壮族苗族自治州,内江市,28
秦皇岛市,海南省直辖县级行政单位,28
保山市,六盘水市,28
扬州市,渭南市,28
衢州市,昆明市,28
梅州市,宁德市,28
张掖市,榆林市,28
兰州市,伊犁哈萨克自治州,28
赣州市,广安市,28
咸宁市,洛阳市,28
嘉兴市,丽江市,28
吉安市,南充市,28
太原市,西宁市,28
渭南市,宜宾市,28
南通市,铜陵市,28
上饶市,平顶山市,28
孝感市,哈尔滨市,28
黔南布依族苗族自治州,海南省直辖县级行政单位,28
黔南布依族苗族自治州,郴州市,28
六安市,新乡市,28
张家口市,徐州市,28
秦皇岛市,无锡市,28
六盘水市,达州市,28
汉中市,平凉市,28
咸阳市,呼和浩特市,28
衢州市,宜昌市,28
焦作市,巢湖市,28
荆州市,莆田市,28
河池市,南昌市,28
韶关市,黔东南苗族侗族自治州,28
呼伦贝尔市,沧州市,28
聊城市,海南省直辖县级行政单位,28
兰州市,烟台市,28
铜陵市,徐州市,28
金华市,澳门特别行政区,28
梧州市,文山壮族苗族自治州,28
丽水市,徐州市,28
邯郸市,绵阳市,28
桂林市,沧州市,28
定西市,徐州市,28
西宁市,海南省直辖县级行政单位,28
兴安盟,朝阳市,28
运城市,鹤壁市,28
吴忠市,天津市,28
惠州市,三亚市,28
晋中市,南通市,28
滨州市,晋中市,28
临沂市,抚顺市,28
西安市,清远市,28
龙岩市,贵阳市,28
运城市,乌兰察布市,28
漳州市,常州市,28
盐城市,漯河市,28
新余市,郴州市,28
邯郸市,天水市,28
攀枝花市,巴中市,28
眉山市,三亚市,28
平凉市,武汉市,28
孝感市,亳州市,28
淮北市,黄冈市,28
滨州市,常州市,28
沧州市,福州市,28
六盘水市,西安市,28
河池市,益阳市,28
四平市,武汉市,28
葫芦岛市,邯郸市,28
永州市,阜阳市,28
南阳市,遂宁市,28
香港特别行政区,绍兴市,28
潍坊市,东莞市,28
新乡市,泉州市,28
通辽市,杭州市,28
鞍山市,南通市,28
唐山市,巴彦淖尔市,28
衢州市,萍乡市,28
岳阳市,扬州市,28
来宾市,常德市,28
威海市,宿迁市,28
锦州市,衡水市,28
衡阳市,徐州市,28
桂林市,滁州市,28
三亚市,宜宾市,28
聊城市,咸阳市,28
阳泉市,潍坊市,28
汉中市,湖北省直辖县级行政单位,28
金华市,丽江市,28
柳州市,宜昌市,28
临沂市,海南省直辖县级行政单位,28
宝鸡市,厦门市,28
襄樊市,黔东南苗族侗族自治州,28
沧州市,镇江市,28
钦州市,红河哈尼族彝族自治州,28
崇左市,黔东南苗族侗族自治州,28
红河哈尼族彝族自治州,福州市,28
乐山市,襄樊市,28
吉林市,徐州市,28
德州市,桂林市,28
菏泽市,海南省直辖县级行政单位,28
咸阳市,孝感市,28
丽水市,泰州市,28
衡水市,黄冈市,28
宁德市,盐城市,28
衡阳市,广安市,28
秦皇岛市,本溪市,28
六盘水市,恩施土家族苗族自治州,28
阜阳市,鄂州市,28
鄂州市,上饶市,28
徐州市,德阳市,28
六安市,益阳市,28
绍兴市,大连市,28
安阳市,哈尔滨市,28
盘锦市,成都市,28
株洲市,贺州市,28
毕节地区,阜阳市,28
河源市,来宾市,28
兴安盟,盘锦市,28
鸡西市,铁岭市,28
德州市,朔州市,28
扬州市,佛山市,28
黔东南苗族侗族自治州,文山壮族苗族自治州,28
赤峰市,昆明市,28
张家口市,金华市,28
青岛市,张家界市,28
抚州市,荆门市,28
株洲市,六安市,28
三门峡市,长治市,28
荆州市,蚌埠市,28
珠海市,廊坊市,28
朝阳市,太原市,28
黄冈市,太原市,28
宜昌市,黔南布依族苗族自治州,28
郑州市,黔西南布依族苗族自治州,28
台州市,威海市,28
铜仁地区,海口市,28
清远市,杭州市,28
廊坊市,澳门特别行政区,28
亳州市,淄博市,28
秦皇岛市,宁波市,28
桂林市,昭通市,28
重庆市,塔城地区,28
哈密地区,阿勒泰地区,28
呼伦贝尔市,抚顺市,28
白山市,南京市,28
汉中市,金华市,28
辽阳市,济南市,28
宜昌市,曲靖市,28
淮南市,廊坊市,28
固原市,郑州市,28
岳阳市,莆田市,28
十堰市,天水市,28
十堰市,镇江市,28
平顶山市,景德镇市,28
文山壮族苗族自治州,北京市,28
河池市,温州市,28
凉山彝族自治州,苏州市,28
白城市,锡林郭勒盟,28
伊春市,葫芦岛市,28
湖北省直辖县级行政单位,黔东南苗族侗族自治州,28
永州市,十堰市,28
海南省直辖县级行政单位,汉中市,28
济宁市,忻州市,28
营口市,呼和浩特市,28
朝阳市,徐州市,28
益阳市,昭通市,28
黄冈市,枣庄市,28
宜昌市,安顺市,28
邢台市,南宁市,28
淮南市,吉安市,28
内江市,南阳市,28
盐城市,南平市,28
十堰市,桂林市,28
焦作市,金华市,28
濮阳市,昆明市,28
来宾市,上饶市,28
宜宾市,襄樊市,28
桂林市,自贡市,28
湖北省直辖县级行政单位,遂宁市,28
黔西南布依族苗族自治州,恩施土家族苗族自治州,28
孝感市,新余市,28
常德市,徐州市,28
来宾市,益阳市,28
滁州市,沈阳市,28
宜宾市,咸阳市,28
安庆市,衡水市,28
武威市,南京市,28
迪庆藏族自治州,德宏傣族景颇族自治州,28
伊犁哈萨克自治州,武汉市,28
绥化市,西安市,28
连云港市,黄山市,28
汕尾市,贵阳市,28
泸州市,无锡市,28
泰安市,漯河市,28
咸阳市,连云港市,28
徐州市,包头市,28
梧州市,汕头市,28
江门市,丽江市,28
香港特别行政区,郴州市,28
延安市,青岛市,28
鹰潭市,宁德市,28
张家口市,长沙市,28
承德市,东营市,28
清远市,苏州市,28
荆州市,渭南市,28
莱芜市,廊坊市,28
乐山市,普洱市,28
恩施土家族苗族自治州,湛江市,28
聊城市,株洲市,28
萍乡市,柳州市,28
漯河市,黄石市,28
湘西土家族苗族自治州,漳州市,28
邵阳市,资阳市,28
安阳市,温州市,28
安顺市,普洱市,28
三明市,南通市,28
绵阳市,黔西南布依族苗族自治州,28
绵阳市,武威市,28
盐城市,孝感市,28
玉溪市,黔东南苗族侗族自治州,28
自贡市,天津市,28
佳木斯市,苏州市,28
临汾市,宁波市,28
怀化市,巢湖市,28
永州市,鹰潭市,28
张家界市,龙岩市,28
北海市,无锡市,28
商洛市,西宁市,28
商洛市,晋中市,28
荆门市,宿迁市,28
铜仁地区,宣城市,28
河源市,北海市,28
天水市,塔城地区,28
宁德市,芜湖市,28
滁州市,惠州市,28
珠海市,呼和浩特市,28
阜阳市,宁德市,28
七台河市,四平市,28
黑河市,赤峰市,28
随州市,泰州市,28
湖北省直辖县级行政单位,泸州市,28
泸州市,南京市,28
绍兴市,西双版纳傣族自治州,28
南充市,濮阳市,28
宜昌市,铜陵市,28
黄山市,平顶山市,28
内江市,宝鸡市,28
资阳市,海口市,28
巴中市,南宁市,28
常德市,太原市,28
亳州市,长治市,28
渭南市,遵义市,28
沧州市,东莞市,28
定西市,喀什地区,28
乐山市,常州市,28
乐山市,洛阳市,28
白山市,淄博市,28
白城市,济南市,28
德州市,东莞市,28
湘潭市,绍兴市,28
商洛市,常州市,28
安阳市,咸宁市,28
陇南市,开封市,28
淮北市,舟山市,28
黄山市,德州市,28
曲靖市,梧州市,28
岳阳市,香港特别行政区,28
平顶山市,银川市,28
开封市,景德镇市,28
枣庄市,乌鲁木齐市,28
枣庄市,株洲市,28
荆州市,汕尾市,28
商丘市,漳州市,28
新乡市,益阳市,28
六盘水市,珠海市,28
河池市,绍兴市,28
平凉市,太原市,28
遂宁市,武威市,28
漳州市,湖州市,28
巴中市,珠海市,28
鹤壁市,舟山市,28
日照市,昆明市,28
许昌市,毕节地区,28
商丘市,鄂州市,28
邯郸市,湖州市,28
恩施土家族苗族自治州,焦作市,28
随州市,芜湖市,28
宿州市,呼和浩特市,28
菏泽市,铜川市,28
汉中市,宿迁市,28
昭通市,宣城市,28
安康市,鄂尔多斯市,28
张家界市,景德镇市,28
南充市,营口市,28
鹰潭市,巢湖市,28
娄底市,崇左市,28
十堰市,淮安市,28
宜宾市,湖北省直辖县级行政单位,28
甘孜藏族自治州,遵义市,28
陇南市,滁州市,28
朔州市,银川市,28
娄底市,普洱市,28
宜宾市,镇江市,28
荆州市,鹰潭市,28
安庆市,汕头市,28
阜阳市,哈密地区,28
宜春市,西双版纳傣族自治州,28
梅州市,衢州市,28
巴中市,滁州市,28
眉山市,玉溪市,28
宝鸡市,镇江市,28
达州市,云浮市,28
白银市,厦门市,28
湖北省直辖县级行政单位,安顺市,28
汕头市,百色市,27
台州市,铜仁地区,27
海口市,巴中市,27
东莞市,新余市,27
东莞市,大理白族自治州,27
沈阳市,安庆市,27
苏州市,三明市,27
嘉兴市,湘西土家族苗族自治州,27
温州市,永州市,27
惠州市,黔西南布依族苗族自治州,27
嘉兴市,文山壮族苗族自治州,27
绍兴市,铜仁地区,27
嘉兴市,邵阳市,27
东莞市,渭南市,27
无锡市,濮阳市,27
宁波市,萍乡市,27
泉州市,咸宁市,27
佛山市,三明市,27
江门市,遵义市,27
绍兴市,淮北市,27
温州市,益阳市,27
无锡市,咸宁市,27
泉州市,张家界市,27
榆林市,南阳市,27
昆明市,岳阳市,27
泉州市,孝感市,27
湖州市,六盘水市,27
成都市,娄底市,27
鄂尔多斯市,唐山市,27
舟山市,安庆市,27
大连市,商丘市,27
莆田市,黔东南苗族侗族自治州,27
昆明市,九江市,27
中山市,西安市,27
咸阳市,巴中市,27
潮州市,吉安市,27
贵阳市,永州市,27
佛山市,南平市,27
郑州市,邵阳市,27
昆明市,绍兴市,27
厦门市,随州市,27
昆明市,茂名市,27
佛山市,宁德市,27
绍兴市,湘潭市,27
昆明市,襄樊市,27
广州市,滁州市,27
苏州市,白银市,27
长沙市,临沂市,27
济南市,襄樊市,27
昆明市,郴州市,27
珠海市,崇左市,27
西宁市,徐州市,27
衢州市,信阳市,27
乌鲁木齐市,福州市,27
东营市,衡水市,27
长沙市,濮阳市,27
潍坊市,信阳市,27
廊坊市,襄樊市,27
济南市,赤峰市,27
防城港市,邵阳市,27
西安市,赤峰市,27
呼和浩特市,临沂市,27
朔州市,徐州市,27
九江市,济宁市,27
珠海市,新乡市,27
清远市,咸宁市,27
榆林市,张家口市,27
盐城市,新乡市,27
沧州市,绥化市,27
合肥市,随州市,27
临汾市,阜阳市,27
佛山市,青岛市,27
郑州市,郴州市,27
北京市,贵港市,27
银川市,昆明市,27
云浮市,邵阳市,27
嘉兴市,东莞市,27
漳州市,合肥市,27
长春市,呼和浩特市,27
绍兴市,莆田市,27
北京市,海东地区,27
青岛市,池州市,27
文山壮族苗族自治州,自贡市,27
龙岩市,遵义市,27
梅州市,益阳市,27
无锡市,萍乡市,27
上海市,凉山彝族自治州,27
潮州市,南昌市,27
昆明市,广元市,27
乌鲁木齐市,太原市,27
鄂尔多斯市,武威市,27
苏州市,大庆市,27
柳州市,温州市,27
滨州市,临汾市,27
大连市,七台河市,27
桂林市,临沂市,27
新疆维吾尔自治区直辖县级行政单位,商丘市,27
衢州市,遵义市,27
肇庆市,九江市,27
阳江市,益阳市,27
成都市,固原市,27
鄂尔多斯市,济南市,27
郑州市,澳门特别行政区,27
玉溪市,内江市,27
呼伦贝尔市,伊春市,27
长春市,南昌市,27
东营市,商丘市,27
赣州市,蚌埠市,27
郑州市,包头市,27
果洛藏族自治州,海东地区,27
福州市,廊坊市,27
廊坊市,蚌埠市,27
镇江市,铜陵市,27
西宁市,广元市,27
聊城市,运城市,27
吕梁市,淄博市,27
柳州市,襄樊市,27
衢州市,毕节地区,27
包头市,海南省直辖县级行政单位,27
抚州市,菏泽市,27
襄樊市,济宁市,27
芜湖市,宜春市,27
丽江市,天津市,27
兰州市,廊坊市,27
运城市,巴中市,27
吕梁市,潍坊市,27
延安市,十堰市,27
揭阳市,郑州市,27
甘南藏族自治州,武威市,27
洛阳市,宜春市,27
邯郸市,赤峰市,27
邢台市,宿州市,27
廊坊市,常州市,27
黔南布依族苗族自治州,襄樊市,27
邢台市,荆州市,27
成都市,马鞍山市,27
常州市,德州市,27
大连市,运城市,27
长沙市,百色市,27
西宁市,德阳市,27
赣州市,亳州市,27
肇庆市,南昌市,27
遵义市,湖北省直辖县级行政单位,27
三明市,萍乡市,27
南通市,滨州市,27
湘潭市,孝感市,27
湖州市,铜陵市,27
厦门市,宝鸡市,27
长沙市,钦州市,27
六盘水市,天津市,27
深圳市,佳木斯市,27
江门市,漳州市,27
济南市,黄山市,27
济南市,东莞市,27
唐山市,延边朝鲜族自治州,27
绵阳市,铜仁地区,27
滨州市,葫芦岛市,27
阳江市,常德市,27
泰州市,渭南市,27
承德市,鞍山市,27
滁州市,恩施土家族苗族自治州,27
淮安市,聊城市,27
成都市,贺州市,27
延安市,保定市,27
呼伦贝尔市,深圳市,27
菏泽市,承德市,27
保定市,抚顺市,27
绍兴市,沈阳市,27
唐山市,榆林市,27
三门峡市,达州市,27
宝鸡市,吴忠市,27
秦皇岛市,舟山市,27
三亚市,泸州市,27
成都市,梧州市,27
沈阳市,鄂尔多斯市,27
马鞍山市,温州市,27
济南市,泸州市,27
济南市,珠海市,27
黄冈市,安阳市,27
安顺市,遂宁市,27
阿拉善盟,平凉市,27
威海市,丹东市,27
钦州市,岳阳市,27
张掖市,中卫市,27
沈阳市,银川市,27
临沂市,通化市,27
景德镇市,孝感市,27
盐城市,鹰潭市,27
滁州市,新乡市,27
平凉市,汉中市,27
南宁市,澳门特别行政区,27
盐城市,岳阳市,27
秦皇岛市,丹东市,27
桂林市,内江市,27
凉山彝族自治州,安康市,27
通辽市,西安市,27
汉中市,菏泽市,27
泰州市,日照市,27
常德市,海南省直辖县级行政单位,27
洛阳市,南充市,27
贵阳市,漳州市,27
桂林市,十堰市,27
抚顺市,德州市,27
渭南市,德州市,27
大理白族自治州,福州市,27
西双版纳傣族自治州,南京市,27
黔西南布依族苗族自治州,达州市,27
北海市,绵阳市,27
济宁市,鞍山市,27
宜昌市,巴中市,27
漳州市,贵港市,27
新乡市,达州市,27
阿勒泰地区,博尔塔拉蒙古自治州,27
运城市,湖北省直辖县级行政单位,27
郑州市,韶关市,27
青岛市,南平市,27
衡阳市,洛阳市,27
沧州市,铁岭市,27
红河哈尼族彝族自治州,资阳市,27
楚雄彝族自治州,宜宾市,27
昌吉回族自治州,广州市,27
德州市,吉林市,27
黔东南苗族侗族自治州,莆田市,27
济南市,丽水市,27
临沂市,丽水市,27
榆林市,青岛市,27
景德镇市,襄樊市,27
长沙市,红河哈尼族彝族自治州,27
襄樊市,玉林市,27
西双版纳傣族自治州,广州市,27
松原市,鹤岗市,27
黔西南布依族苗族自治州,西安市,27
崇左市,武汉市,27
重庆市,朔州市,27
芜湖市,昆明市,27
通辽市,郑州市,27
黔东南苗族侗族自治州,荆门市,27
孝感市,安阳市,27
台州市,乌鲁木齐市,27
雅安市,云浮市,27
扬州市,滨州市,27
南阳市,三亚市,27
曲靖市,眉山市,27
西安市,江门市,27
渭南市,乐山市,27
乌兰察布市,呼伦贝尔市,27
普洱市,黔西南布依族苗族自治州,27
泰安市,淮南市,27
宜昌市,德阳市,27
内江市,荆州市,27
宁德市,湘潭市,27
巴彦淖尔市,西宁市,27
南平市,沈阳市,27
德州市,鄂尔多斯市,27
兰州市,东莞市,27
鞍山市,衡水市,27
徐州市,海口市,27
梧州市,襄樊市,27
晋中市,滨州市,27
威海市,长沙市,27
秦皇岛市,盐城市,27
定西市,保定市,27
恩施土家族苗族自治州,商丘市,27
湖北省直辖县级行政单位,菏泽市,27
湘潭市,玉林市,27
柳州市,萍乡市,27
六安市,潍坊市,27
济宁市,抚州市,27
晋中市,商洛市,27
海南藏族自治州,西安市,27
怀化市,云浮市,27
长治市,常州市,27
九江市,潍坊市,27
漯河市,太原市,27
徐州市,益阳市,27
北海市,乌鲁木齐市,27
宜春市,南充市,27
陇南市,商丘市,27
本溪市,绥化市,27
株洲市,三明市,27
天水市,德阳市,27
锦州市,聊城市,27
南昌市,河池市,27
衡阳市,六安市,27
邯郸市,赣州市,27
德阳市,天水市,27
辽阳市,广州市,27
金华市,北海市,27
吉安市,淮安市,27
郴州市,南平市,27
黄冈市,遂宁市,27
张家口市,通辽市,27
荆门市,汉中市,27
宝鸡市,眉山市,27
洛阳市,陇南市,27
茂名市,安顺市,27
吉林市,衡水市,27
